Codice Categoria/Nodo;Codice Categoria/Nodo Padre;Nome Categoria/Nodo Italiana;Nome Categoria/Nodo Inglese;Descrizione Categoria/Nodo Italiana;Descrizione Categoria/Nodo Inglese
1666;1664;Fascetta Inox Germany Type 9;S/Steel Germany Type Clamp 9;"Fascetta stretta DIN 3017 con banda piena. 
Banda, cassetto e vite in Acciaio Inox. 
Bordi arrotondati, non danneggia i tubi serrati.";"Full strip DIN 3017 thin clamp. 
Stainless Steel strip, housing and screw. 
Smooth edges, does not damage clamped hoses.
"
1668;1664;Fascetta Inox Hi-Torque HD ;S/Steel  Hi-Torque Clamp HD;"Fascetta di costruzione molto robusta per usi gravosi con una coppia di serraggio 3 volte superiore. Banda, cassetto e vite in Acciaio Inox.
";"Heavy duty very sturdy construction clamp with 3 times superior fastening torque. 
Stainless Steel strip, housing and screw."
1669;1664;Collare Inox T-Bolt HD ;S/Steel T-Bolt Collar HD;Collare a bullone per uso professionale e gravoso  con una coppia di serraggio 5 volte superiore. Banda, vite e dado in Acciaio Inox.;"Professional heavy duty bolt collar with 5 times superior fastening torque. 
Stainless Steel strip, nut and screw."
1671;1664;Morsetto Fermacavi/Fermatubo ;Clamp Chocks;"Morsetto gommato fermacavi/fermatubo per sostenere e fissare tubi e cavi di tutti i tipi. Banda in Acciaio Inox 304.
";"Rubber seal clamp chock to hold and fix all type of hoses, pipes and wires. 
304 Stainless Steel strip. 
"
1673;19439;Valvole in Plastica a 3 Vie;Plastic 3 Way Diverter Valves;Valvole leggere in Plastica a 3 vie per installazioni a bassa pressione.;"3 Way light duty Plastic valves for low pressure systems.

"
1675;19439;Valvola non Ritorno in Plastica;Plastic Check Valve;Valvola di non ritorno in plastica.;Plastic check valve.
1697;1695;Tappi di Scarico Ovali;Oval Drain Plug;Tappi di scarico in Plastica ovali.;Oval Plastic transom drain plugs.
1698;1695;Tappi di Scarico Tondi B;Round Drain Plug B;Tappi di scarico tondi in Plastica.;"Round&nbsp;Plastic transom drain plugs."
1699;1695;Tappi di Scarico Ottone e Inox ;S/Steel and Brass Drain Plugs;Tappi di scarico a vite in Acciaio Inox e Ottone.;"Stainless Steel and Brass drain plugs.
 "
1700;1695;Valvola Autovuotante;Drain Valve;Valvola autovuotante per boccole e passascafi.;"Bushings and through-hulls drain valve.



"
1701;1695;Boccola Autovuotante con Valvola e Tappo;Non-Return Drain Valve with Cap;Boccola autovuotante con valvola e tappo.;"Non-return drain valve with cap.

"
1703;1695;Tappo di Scarico a Espansione Large;Flip-Lock Large Drain Plug;Tappo di scarico grande ad espansione in Plastica e PVC.;Expanding Plastic and PVC big drain plug.
1704;1695;Tappi di Scarico a Espansione;Flip-Lock Drain Plug;Tappi di scarico ad espansione in Plastica e PVC.;"Expanding&nbsp;Plastic and PVC drain plug."
1705;1695;Tappo di Scarico a Espansione Regolabile;Flip-Lock Adjustable Drain Plug;Tappo di scarico regolabile a espansione in Plastica, Gomma e PVC.;"Expanding&nbsp;Plastic, PVC and Rubber adjustable drain plug."
1706;1695;Tappo di Scarico a Espansione L;L Flip-Lock Drain Plug;Tappo di scarico ad espansione con leva.;"Expanding drain plug with lever.
"
1707;1695;Tappo di Scarico a Espansione T;Brass T-Handle Drain Plug;Tappo di scarico ad espansione con maniglia a T.;"Expanding T handle drain plug.
"
1708;1695;Passascafi Standard Filettati;Standard Threaded Transom Drains;Passascafi standard filettati in Plastica per tappi 1425010/11/12/90/91-1425114/15/16.;"Standard threaded Plastic&nbsp;transom drains for expanding drain plugs: 1425010/11/12/90/91-1425114/15/16.
"
1709;1695;Passascafi Lunghi Filettati;Long Threaded Transom Drains;Passascafi lunghi filettati in Plastica per tappi 1425010/11/12/90/91-1425114/15/16.;Long Plastic threaded transom drains for expanding drain plugs: 1425010/11/12/90/91-1425114/15/16.
1710;1695;Passascafi con Portagomma;Barbed Transom Drains;Passascafi in Plastica con portagomma per tappi 1425010/11/12/90/91-1425114/15/16.;"Barbed transom drains for expanding drain plugs: 1425010/11/12/90/91-1425114/15/16.
"
1711;1695;Ombrinali di Scarico Bianchi;White Thru-Hull Mushroom Head;Ombrinali di scarico in Plastica bianca.;"White Plastic thru-hull mushroom head.
"
1712;1695;Ombrinali di Scarico Neri;Black Thru-Hull Mushroom Head;Ombrinali di scarico in Plastica nera.;Black Plastic thru-hull mushroom head.
1728;1727;Sessola Classica;Classic Bailer;Sessola classica in Plastica.;Classic Plastic bailer.
1729;1727;Sessola Compatta;Compact Bailer;Sessola compatta in PVC.;PVC compact bailer.
1730;1727;Sessola Imbuto;Bailer with Funnel;Sessola in Plastica ad imbuto.;Plastic bailer with funnel.
1731;1727;Sessola Large;Large Bailer;Sessola grande in Plastica rinforzata.;"Reinforced large&nbsp;Plastic bailer."
1732;1727;Pompa di Sentina Aspirante;Manual Bilge Pump;Pompa di sentina aspirante di grande qualità e portata.;"High quality and capacity intake manual bilge pump.
"
1733;1727;Pompa di Sentina Aspirante Galleggiante ;Manual Floating Bilge Pump;Pompa di sentina aspirante di grande qualità e portata con fascia di galleggiamento. ;"High quality and capacity intake manual bilge pump with floating band.
"
1734;1727;Pompa di Sentina a Membrana RM69 S;RM69 S Diaphragm Bilge Pump;Pompa di sentina compatta a membrana RM69 S.;RM69 S Diaphragm compact manual bilge pump.
1736;1727;Pompa di Sentina a Membrana RM69 M;RM69 M Diaphragm Bilge Pump;Pompa di sentina a membrana RM69 M.;"RM69 M Diaphragm manual bilge pump.
"
1738;1727;Pompa di Sentina a Membrana RM69 MP;RM69 MP Diaphragm Bilge Pump;Pompa sentina a membrana RM69 MP. Montaggio a pagliolo o a paratia. Corpo pompa: 240 x 240 x 150 mm. Diametro flangia: 150 mm.;RM69 MP Diaphragm manual bilge pump. Deck or bulkhead mount. Pump body: 240 x 240 x 150 mm. Flange diameter 150 mm.
1740;1727;Pompa di Sentina a Doppia Membrana Large;Duo-Large Diaphragm Bilge Pump;Pompa di sentina di grande capacità con doppia membrana a doppio effetto.;"High capacity double action double diaphragm bilge pump.


"
1743;1742;Pompa Estrazione Olio BG;BG Oil Change Pump;Pompa a siringa in Ottone per estrazione olio con attacchi in Gomma e tubi.;"Manual oil change Brass pump with Rubber ports and tubing.
"
1744;1742;Pompa Estrazione Olio Long;Long Oil Change Pump;Pompa lunga a siringa in Ottone per estrazione olio con attacchi in Gomma e tubi.;"Long manual oil change Brass&nbsp;pump with Rubber ports and tubing."
1745;1742;Pompa Estrazione Olio Screw;Screw Oil Change Pump;Pompa a siringa in Ottone  per estrazione olio con attacco filettato da 3/4 femmina e tubi.;"Manual oil change Brass pump with 3/4 female threaded port and tubing.
"
1746;1742;Pompa Estrazione Olio RG;RG Oil Change Pump;Pompa a siringa di qualità superiore in Ottone tornito per estrazione olio.;Superior quality manual oil change turned Brass pump.
1747;1742;Pompa Cambio Olio Tank 6;Tank 6 Oil Suction Pump  ;Pompa cambio olio con serbatoio da 6 Lt con attacchi e tubi.;"Oil change pump with 6 Lt tank with ports and tubing.
"
1748;1742;Pompa a Soffietto per Travaso Carburante;Fuel Transfering Bellows Pump;Pompa a soffietto per travaso carburante con valvola di non ritorno e rubinetto.;"Fuel transfering bellows pump with non return valve and faucet.
"
1750;1749;Pompe di Sentina Johnson CRT;Johnson CRT Bilge Pump;"Pompe di sentina sommergibili Johnson Cartridge di grande qualità e durata. 
Facilmente smontabili per la pulizia.";"Johnson Cartridge submersible great quality and long life bilge pump. 
Easy to open and clean."
1751;1749;Pompe di Sentina Johnson Dura;Johnson Dura Bilge Pump;"Pompe di sentina sommergibili Johnson Dura di grande portata e resistenza. 
Costruite e progettate con materiali di grande durata e affidabilità.";"Johnson Dura great capacity and long life submersible bilge pump. 
Designed and built with great reliability and long life materials."
1753;1749;Pompe di Sentina Rule C;Rule C Bilge Pump;Pompe di sentina sommergibili compatte Rule. Complete di valvola di non ritorno e disattivazione termica di sicurezza. Dimensioni 64 x 74 x H99 mm (Modello 1100  H111 mm).;Rule compact submersible bilge pump. Complete with check valve and safety thermal cut-out.↵ Dimensions 64 x 74 x H99 mm (Model 1100  H111 mm).
1754;1749;Pompe di Sentina Rule L;Rule L Bilge Pump;Pompe di sentina sommergibili Rule L di grande portata e resistenza.;"Rule L great capacity and resistance submersible bilge pump.

"
1760;1759;Interruttore Galleggiante Johnson;Johnson Floating Switch;"Interruttore Johnson per pompe di sentina con galleggiante a leva. ↵
Voltaggio universale 6-12-24-32 V.";"Johnson Bilge pump switch with floating lever. ↵
Universal power supply 6-12-24-32 V.
"
1761;1759;Interruttore Galleggiante Rule;Rule Floating Switch;"Interruttore Rule per pompe di sentina con galleggiante a leva. ↵
Voltaggio universale 6-12-24-32 V.";"Rule Bilge pump switch with floating lever. ↵
Universal power supply 6-12-24-32 V.
"
1764;1759;Interruttore Galleggiante El-Marine;El-Marine Floating Switch;"Interruttore per pompe di sentina con galleggiante a leva. ↵
Voltaggio universale 6-12-24-32 V.";"Bilge pump switch with floating lever. ↵
Universal power supply 6-12-24-32 V."
1765;1759;Interruttore Galleggiante El-Marine Cage;El-Marine Cage Floating Switch;"Interruttore per pompe di sentina con galleggiante a leva e protezione. ↵
Voltaggio universale 6-12-24-32 V.";"Bilge pump switch with floating lever and guard cover. ↵
Universal power supply 6-12-24-32 V."
1767;1759;Interruttore Elettronico Johnson Ultima;Johnson Ultima Electronic Switch;"Interruttore elettronico universale Johnson per pompe di sentina 12/24V.  Senza usura, privo di parti meccaniche in movimento, impermeabile. 
Dim: 85 x 67 x 29 mm";"Johnson universal electronic switch for 12/24V bilge pumps.  
Watertight, wear resistant,  without mechanical parts in motion. 
Dim: 85 x 67 x 29 mm
"
1768;1759;Interruttore Elettronico Quick;Quick Electronic Switches;Interruttore elettronico per pompe di sentina senza parti in movimento. Rileva la presenza di acqua evitando inneschi accidentali. Possibilità di attivazione manuale da remoto. Alimentazione universale 12/24V, Protezione IP68.;Electronic switch for bilge pumps without mechanical parts in motion. It detects the presence of water avoiding false switch-on/off. Can be manually activated from remote switch. Universal 12/24V power supply. IP68 protection.
1769;1759;Pannelli Controllo Fail-Safe;Fail-Safe Control Panels;Pannelli controllo a 3 posizioni: On - Off - Auto.;"3 positions control panel: On - Off - Auto.

"
1770;1759;Pannello Controllo AA;AA Control Panel;Pannello controllo AA con interruttore a 3 posizioni: On - Off - Auto.;AA control panel with 3 position switch: On - Off - Auto.
1771;1759;Pannello Controllo Johnson;Johnson Control Panel;Pannello di controllo Johnson con interruttore illuminato a 3 positioni: Automatic - Off - Manual.;Johnson backlighted switch control panel with 3 positions: Automatic - Off - Manual.
1774;1773;Ossigenatori Johnson;Johnson Live Well Aerating Pumps;"Ossigenatori Johnson per vasche del pescato con attacco dritto e a gomito. Grande potenza e affidabilità sono costruiti per durare. 
Facilmente smontabili per la pulizia. ";"Johnson live well aerating pumps with straight and elbowed connection. 
Great power and reliability, built for a long life. Easily removable for cleaning.

"
1776;1773;Kit  di Ossigenazione Johnson Portable;Portable Johnson Live Well Aerating Kit;Kit di ossigenazione Johnson per vasche del pescato portatili. Completo di tutti gli accessori di montaggio.;"Johnson portable live well aerating kit. Complete with all mount accessories.

"
1780;1777;Pompe Autoadescanti Jabsco Water Puppy 2000;Jabsco Water Puppy 2000 Self-Priming Pump;"Pompe autoadescanti Jabsco con corpo in Bronzo e girante in Nitrile.  
Per acqua dolce, acqua salata e per sentina.";"Jabsco Nitrile impeller and Brass pump head self-priming pump. 
For fresh water, salt water and bilge pumping.


"
1790;1788;Pompa Centrifuga CMG PB ;CMG PB Centrifugal Pump;"Pompa periferica con girante in Bronzo in grado di sviluppare pressioni elevate. 
Per lavaggio ponti, catene, per acqua dolce, acqua salata e per sentina. 
Da usare con valvola di non ritorno.";"Bronze impeller peripheral pump able to produce high pressure. For cleaning decks, chains, for fresh and salt water and for bilge cleaning. Requires check valve.
"
1791;1788;Pompa Centrifuga CMG Inox ;CMG Inox Centrifugal Pump;"Pompa autoadescante centrifuga in Acciaio Inox con girante in Noryl. Per la distribuzione di acqua a pressione nei servizi di bordo oppure per gruppi di condizionamento. Da usare solo con acqua dolce e con valvola di non ritorno.
";"Stainless Steel self-priming&nbsp;centrifugal pump with Noryl impeller. Delivers pressurized water to on-board appliances or air conditioning units. To be used only with fresh water. Requires check valve."
1794;1793;Pompa Travaso Gasolio UP3/6;UP3/6 Diesel Transfer Pump;Pompa a ingranaggi in Bronzo completa di filtro per travaso gasolio.↵1826314 con 2 portagomma da 3/8 x 13 mm↵1826328/29 con 2 portagomma da 1/2 x 14 mm ;"Bronze gear pump for diesel transfer complete with filter.↵1826314 with 2 pcs&nbsp; 3/8 x 13 mm pipe-to-hose↵1826328/29 with 2 pcs 1/2 x 14 mm pipe-to-hose"
1795;1793;Pompa Estrazione Olio UP3/6;UP3/6 Oil Draining Pump;Pompa a ingranaggi in Bronzo per estrazione e svuotamento olio dal carter dei motori.↵1826214 con 2 portagomma da 3/8 x 13 mm + raccordi per tubo da 6 e 8 mm↵1826228/29 con 2 portagomma da 1/2 x 14 mm + raccordi per tubo da 6 e 8 mm;"Bronze gear pump for extracting and emptying oil from engine oil pan.↵1826214 with 2 pcs&nbsp; 3/8 x 13 mm pipe-to-hose + fittings for 6 and 8 mm hoses↵1826228/29 with 2 pcs 1/2 x 14 mm pipe-to-hose +  fittings for 6 and 8 mm hoses"
1804;1798;Pompe Autoclavi Flojet Triplex;Flojet Triplex Freshwater Pumps;"Pompe autoclavi Flojet Triplex per lavelli e doccette, da 1 a 3 utenze.
";Flojet Triplex freshwater pumps for sinks and showers, from 1 to 3 outlets.
1807;1798;Pompa Autoclave Jabsco Par-Max 4;Jabsco Par-Max 4 Freshwater Pump;Pompa autoclave Jabsco Par-Max4 per lavelli e doccette, da 2 a 4 utenze.;Jabsco Par-Max4 freshwater pump for sinks and showers, from 2 to 4 outlets.
1817;1814;Pompa Autoclave PB/2X Pump System;PB/2X Freshwater Pressure System;"Gruppo pressione autoclave con serbatoio di espansione in Acciaio Inox 
per imbarcazioni da 10 a 20 m.↵Pompa e girante in Bronzo.";"Freshwater pressure system with Stainless Steel accumulator tank for boats from 10 to 20 m.↵Bronze pump and impeller.

"
1818;1814;Pompa Autoclave J-Inox/8X Pump System;J-Inox/8X Freshwater Pressure System;"Gruppo pressione autoclave con serbatoio di espansione in Acciaio Inox 
per imbarcazioni da 14 a 25 m.↵Pompa in Acciaio Inox con girante in tecnopolimero Noryl.";Freshwater pressure system with Stainless Steel accumulator tank for boats from 14 to 25 m.↵ Stainless Steel pump and Noryl technopolymer impeller.
1819;1814;Pompa Autoclave J-Inox/20X Pump System;J-Inox/20X Freshwater Pressure System;Gruppo pressione autoclave con serbatoio di espansione in Acciaio Inox per imbarcazioni da 15 a 30 m.↵Pompa in Acciaio Inox con girante in tecnopolimero Noryl.;Freshwater pressure system with Stainless Steel accumulator tank for boats from 15 to 30 m.↵ Stainless Steel pump and Noryl technopolymer impeller.
1820;1814;Pompa Autoclave MG-Inox/20X Pump System;MG-Inox/20X Freshwater Pressure System;Gruppo pressione autoclave con serbatoio di espansione in Acciaio Inox per imbarcazioni da 18 a 35 m. Pompa in Acciaio Inox con girante in tecnopolimero Noryl.;Freshwater pressure system with Stainless Steel accumulator tank for boats from 18 to 35 m.↵ Stainless Steel pump and Noryl technopolymer impeller.
1822;1821;Pompa a Puleggia Nautic;Nautic Pulley Pump;"Pompa e girante in Bronzo con albero in Acciaio Inox. ↵
Prevalenza max 15 m - 1400 Giri/min. ↵
Per acqua dolce e salata.";"Bronze impeller and pump with Stainless Steel shaft. ↵
Vertical lift max 15 m – 1400 RPM. ↵
For fresh and salt water.

"
1823;1821;Pompa a Puleggia con Frizione Nautic F;Nautic F Pulley Clutch Pump ;"Pompa e girante in Bronzo con albero in Acciaio Inox e frizione manuale. ↵
Prevalenza max 15 m - 1400 Giri/min. ↵
Per acqua dolce e salata.";"Bronze impeller and pump with Stainless Steel shaft and manual clutch. ↵
Vertical lift max 15 m – 1400 RPM. ↵
For fresh and salt water.



"
